"sample_pt","site_id","site_name","type","site_type","transect","latitude","longitude","project_co","subsite","geometry","idwSN_mix","idwSN_imp","landscape_iji_mix_mean","landscape_iji_imp_mean","landscape_iji_1000","landscape_iji_250","prop_seminat_250","prop_seminat_1000"
"SD06","south_delta","point","bumble point","Point",49.0602283,-123.0635157,"FVBomb","sd4","c(-13699367.902954"," 6285087.06219554)",174557.317851812,251877.491059018,59.1875992866297,59.9270982283426,59.6472199895656,50.2422083469634,0.175168860672197,0.131167499190381
"SD08","south_delta","point","bumble point","Point",49.0684202,-123.0638309,"FVBomb","sd1","c(-13699402.9908575"," 6286478.85458884)",102619.418974792,153935.498218497,70.4467283135261,67.4152943339099,67.5073151829249,66.1064745869079,0.0772343910862719,0.0835826336805511
"SD09","south_delta","point","bumble point","Point",49.0661823,-123.0625536,"FVBomb","sd1","c(-13699260.8024719"," 6286098.6157193)",109745.191938904,169568.306801713,68.0212507262155,68.25391599352,68.1682277249329,73.257501512185,0.0780746059757804,0.0808706103319841
"SD10","south_delta","point","bumble point","Point",49.0685654,-123.0832968,"FVBomb","sd2","c(-13701569.9249334"," 6286503.52593603)",108701.780838254,161025.367758335,72.1422118246163,71.3576514409108,71.52934869232,66.3995837286869,0.0878433202158303,0.0923897102565946
"SD12","south_delta","point","bumble point","Point",49.068873,-123.076562,"FVBomb","sd2","c(-13700820.2104268"," 6286555.79136973)",131235.381279117,183388.181925557,70.8502736329197,70.6964813144246,70.6243022886643,75.5741940041612,0.15032232213955,0.0971412046757729
"SD12A","south_delta","point","bumble point","Point",49.0684582,-123.0779675,"FVBomb","sd2","c(-13700976.6699711"," 6286485.31127054)",133764.089035211,186789.194725292,70.0301709838179,70.7056088208208,70.6553039778534,76.2249039749345,0.116767074382848,0.0960913482093776
"SD13","south_delta","point","bumble point","Point",49.0671224,-123.0772778,"FVBomb","sd2","c(-13700899.8929183"," 6286258.34488192)",137244.874668598,190596.639373347,70.5142373922769,70.9308942796867,70.9293216110687,70.7213824649145,0.106190920524159,0.0912518001998472
"SD14","south_delta","point","bumble point","Point",49.06646,-123.07694,"FVBomb",NA,"c(-13700862.2891943"," 6286145.79845816)",138784.831891472,193130.959265502,71.0602485930981,70.794375110598,70.7596927013461,69.7717610695859,0.148305557527869,0.0881038321145823
"SD15","south_delta","point","bumble point","Point",49.0660259,-123.0780986,"FVBomb","sd2","c(-13700991.2639563"," 6286072.04262558)",140345.444504391,196360.133465738,70.606468169627,70.3959618118697,70.369106837513,75.6065232329326,0.162573917982736,0.090482913604409
"SD16","south_delta","point","bumble point","Point",49.068321,-123.071021,"FVBomb",NA,"c(-13700203.3891283"," 6286461.99927465)",96569.920962495,146340.91585192,68.2907831082263,70.2174756462828,70.1266699587752,73.1962977205227,0.0712778797683405,0.0733658375814091
"SD18","south_delta","point","bumble point","Point",49.0670435,-123.0716498,"FVBomb",NA,"c(-13700273.3868241"," 6286244.9391377)",102301.119739789,155018.007292847,71.5944046773709,70.878548441555,70.7812241021012,85.8648852858367,0.0933718748415234,0.0725218609039838
"SD18A","south_delta","point","bumble point","Point",49.0661981,-123.0714527,"FVBomb",NA,"c(-13700251.4457525"," 6286101.30021807)",100594.696860472,156138.567208138,71.7256793099237,67.7408045923451,70.544180382019,73.1040807692857,0.080310184457304,0.0682566354564588
"SD19","south_delta","point","bumble point","Point",49.0661604,-123.0667177,"FVBomb","sd1","c(-13699724.3479635"," 6286094.89480152)",82766.8558162153,138533.712027216,69.9771076265327,70.8491269195757,70.7723793445076,61.4962282164722,0.0574702149997718,0.0538453365027333
"SD22","south_delta","point","bumble point","Point",49.0684855,-123.0576856,"FVBomb","sd1","c(-13698718.8991908"," 6286489.94988964)",151495.273560329,201457.733328373,69.5125552985499,63.4544151118271,63.3512583897318,58.0382173904967,0.216805878862568,0.0955423698187732
"SD24","south_delta","point","bumble point","Point",49.0659931,-123.0585976,"FVBomb","sd1","c(-13698820.4225664"," 6286066.46976232)",152084.424868288,212827.644633545,63.4613026651579,63.2075925906092,63.0432626302495,66.6785817654542,0.198597242155764,0.0979784274395588
"SD25","south_delta","point","bumble point","Point",49.058024,-123.0639996,"FVBomb","sd4","c(-13699421.7704556"," 6284712.5938676)",184728.818754754,261881.858906481,64.3131731367154,63.3934238565795,63.3343316112408,73.9255598795137,0.163822439054077,0.143555381223196
"SD26","south_delta","point","bumble point","Point",49.0584528,-123.0671996,"FVBomb","sd4","c(-13699777.9928262"," 6284785.43746922)",161497.905865709,232936.875302767,61.7017205786741,63.0866930268746,63.0485000487914,54.5977765932233,0.148354379025306,0.10903226996855
"SD26A","south_delta","point","bumble point","Point",49.0579001,-123.0671803,"FVBomb","sd4","c(-13699775.84436"," 6284691.54612492)",159263.128413339,231340.480965351,62.9720404093475,63.0685034998622,62.9911013512753,56.3123517041896,0.0724703090295033,0.107603218024705
"SD27","south_delta","point","bumble point","Point",49.0571951,-123.0749858,"FVBomb","sd3","c(-13700644.7486454"," 6284571.78393878)",170165.446748674,231224.104572447,59.6227465111547,62.6119772525163,62.8676977215605,72.1033950055559,0.140592582823113,0.111696247439498
"SD28","south_delta","point","bumble point","Point",49.0591039,-123.0736393,"FVBomb",NA,"c(-13700494.856951"," 6284896.04610786)",190797.761450253,251044.482250141,58.113313591526,60.9328218088071,60.4455838117403,48.3675349720204,0.260811359026369,0.111355498265608
"SD29","south_delta","point","bumble point","Point",49.0565225,-123.072036,"FVBomb",NA,"c(-13700316.3784114"," 6284457.52730025)",138130.069139602,207079.008647614,64.205593008287,62.91901725702,65.5327289636638,58.0565156019497,0.016665398757449,0.124037772356115
"SD30","south_delta","point","bumble point","Point",49.0566301,-123.0652652,"FVBomb","sd4","c(-13699562.6564032"," 6284475.80554057)",158986.618525313,234029.361437071,64.4179120315478,62.9393751547076,62.8835067468284,65.2966209312012,0.0876962487635377,0.117728573714528
"SD31","south_delta","point","bumble point","Point",49.0640204,-123.0645671,"FVBomb",NA,"c(-13699484.9442666"," 6285731.30617936)",92269.8677585615,164579.64448551,65.93420742619,65.4248212474796,65.2872379648544,61.7542172441741,0.0251128353364775,0.101538228578082
"SD31A","south_delta","point","bumble point","Point",49.064769,-123.0634545,"FVBomb",NA,"c(-13699361.0902012"," 6285858.49245598)",98173.4180593938,167739.956494123,66.3397796420629,66.1773635279158,66.2812007058889,70.9236957672641,0.0371065323116401,0.101202233633083
"SD33","south_delta","point","bumble point","Point",49.0621255,-123.0644495,"FVBomb",NA,"c(-13699471.8530945"," 6285409.37341743)",122085.220838568,201042.442916468,58.6208409248411,62.9974848215238,62.7093969796862,61.8648516683036,0.020817168966444,0.111012633422069
"SD33A","south_delta","point","bumble point","Point",49.0623307,-123.0634753,"FVBomb",NA,"c(-13699363.4056466"," 6285444.23514085)",126258.676732291,206116.992878708,59.0226753670441,63.1606357842992,63.0952043254587,56.8422289889411,0.022690273206307,0.115375377496215
"SD35","south_delta","point","bumble point","Point",49.0660753,-123.0832934,"FVBomb","sd2","c(-13701569.5464471"," 6286080.4359083)",107935.215262853,162983.509583405,74.7114912154142,70.4268025925184,70.3809306754205,70.6932780367031,0.0617355321608958,0.0817849838439321
"SD36","south_delta","point","bumble point","Point",49.0597409,-123.0816311,"FVBomb","sd3","c(-13701384.5000575"," 6285004.26084571)",151249.118559185,216649.259156171,61.1542924440877,64.3334134702408,64.0481511797676,65.9140630219343,0.124512513629333,0.114496883676778
"SD37","south_delta","point","bumble point","Point",49.0602593,-123.058988,"FVBomb","sd4","c(-13698863.8816956"," 6285092.3286199)",237048.916410928,315019.97520955,56.1695727182133,58.7614036928536,58.0672822574926,46.2990890002676,0.318490233067608,0.143123914790409
"SD39","south_delta","point","bumble point","Point",49.0682854,-123.0740915,"FVBomb","sd2","c(-13700545.1956248"," 6286455.95039993)",119229.7346051,171096.269271203,67.9530651482592,70.7510735074562,70.6873913387574,62.2390999873004,0.0864191896140778,0.0895502446044813
"SD40","south_delta","point","bumble point","Point",49.0664297,-123.0753682,"FVBomb","sd2","c(-13700687.3172187"," 6286140.65031071)",132546.567276495,187134.082541763,70.981688486987,71.4610809469798,71.4621299398793,76.8504332579777,0.156207837528024,0.0842855711279401
"SD41","south_delta","point","bumble point","Point",49.063233,-123.0672923,"FVBomb",NA,"c(-13699788.312143"," 6285597.52989495)",91804.9955902153,163596.777317435,62.5530398951971,66.8807801880589,66.7500137701385,63.092964125639,0.0102567744422689,0.0833746370942343
"W01","westham_island","point","bumble point","Point",49.0878415,-123.1662845,"FVBomb","westham3","c(-13710808.0734395"," 6289779.42354701)",55511.2715671809,88257.6462505955,61.0076772247016,61.21786028107,61.206458098264,59.1977233996561,0.0320852868829308,0.0413713573201657
"W02","westham_island","point","bumble point","Point",49.0898095,-123.1642782,"FVBomb","westham3","c(-13710584.7331451"," 6290113.94897031)",77440.5762351413,109996.833099077,64.1334514710505,62.9244211317355,62.797440965282,75.2299841290497,0.117018201366244,0.0459300803030911
"W05","westham_island","point","bumble point","Point",49.0901064,-123.1603994,"FVBomb",NA,"c(-13710152.9471042"," 6290164.41790505)",73660.6792578478,109883.147510797,68.4883561648639,64.6537970524542,64.2583439318707,73.4898115016323,0.0877547087521427,0.0521125428078237
"W06","westham_island","point","bumble point","Point",49.0903677,-123.1541834,"FVBomb",NA,"c(-13709460.9851494"," 6290208.83557694)",78963.1502098227,117530.710307064,62.5706646520839,60.8050429360183,62.9181531288327,78.6065563778653,0.0971556113979846,0.0538880260961985
"W08","westham_island","point","bumble point","Point",49.0864691,-123.1526511,"FVBomb",NA,"c(-13709290.4102937"," 6289546.14750643)",94715.891086417,127454.538143698,66.2116567249872,69.0094267181116,68.9628555677609,70.2250739284823,0.160875285082261,0.0586946314973588
"W09","westham_island","point","bumble point","Point",49.0889519,-123.1512088,"FVBomb",NA,"c(-13709129.8541921"," 6289968.17040778)",88806.2542556383,124147.883904618,67.362530554407,64.978065892425,64.9184097995564,65.9610713878466,0.0772484089353178,0.0533232239411796
"W10","westham_island","point","bumble point","Point",49.0877613,-123.1628726,"FVBomb","westham3","c(-13710428.2624688"," 6289765.79123726)",57564.8337627383,88927.5617705068,60.974500690234,63.3510062177889,63.2254346630172,62.9362195894215,0.023334601242551,0.0382863077942601
"W11","westham_island","point","bumble point","Point",49.085613,-123.1649155,"FVBomb","westham3","c(-13710655.6770566"," 6289400.63370802)",50630.6122541182,96395.1853276788,60.3056723479048,62.8875801878921,62.4338967148739,65.1607227732754,0.0242368609233235,0.0374408141676385
"W12","westham_island","point","bumble point","Point",49.0840043,-123.1535249,"FVBomb",NA,"c(-13709387.6812647"," 6289127.20509231)",97207.6181567407,133417.814776368,72.9279991726827,73.5085347317634,73.5610235191522,70.526425006502,0.123301148119599,0.0663619989031706
"W13","westham_island","point","bumble point","Point",49.0821,-123.1561427,"FVBomb",NA,"c(-13709679.0934277"," 6288803.54518313)",97718.5447511191,136959.766132681,75.6530455414122,72.7574490810546,72.9359297468786,70.9155553066017,0.134122778101783,0.0625751834069485
"W14","westham_island","point","bumble point","Point",49.0825662,-123.1491034,"FVBomb","westham4","c(-13708895.4821362"," 6288882.78063181)",84986.1501470038,124544.362578776,68.771715297125,67.2977588194937,67.3154269239243,72.915965112019,0.0413536694851207,0.0736253391096913
"W15","westham_island","point","bumble point","Point",49.081127,-123.150026,"FVBomb","westham4","c(-13708998.1854984"," 6288638.17629754)",91278.3392535071,130844.274663293,65.9822480443582,64.5128030927924,64.5979294936337,65.5101607946677,0.0680731292948246,0.0702157984989867
"W15A","westham_island","point","bumble point","Point",49.0798526,-123.1470765,"FVBomb","westham4","c(-13708669.8486603"," 6288421.58704826)",88163.07065609,139781.853026727,46.4568168945557,52.0557815585977,51.5640158856177,55.5971991713724,0.0934760009128021,0.0549796606686291
"W16","westham_island","point","bumble point","Point",49.080608,-123.1570558,"FVBomb","westham4","c(-13709780.7392548"," 6288549.969553)",105424.901686836,167663.339914704,73.5833141846064,69.8389457831358,72.5942777110496,75.7846370415217,0.184034363494366,0.0560555092857993
"W17","westham_island","point","bumble point","Point",49.0785706,-123.1520317,"FVBomb","westham4","c(-13709221.4590011"," 6288203.71175659)",101966.646452985,168613.027557772,62.6624963706034,62.2811771774367,62.6657277246725,72.3917566572141,0.0875162311313098,0.0632770047474058
"W17A","westham_island","point","bumble point","Point",49.0774536,-123.1492915,"FVBomb","westham4","c(-13708916.4213324"," 6288013.88272106)",111160.830965539,183971.542376361,42.6110286485151,51.7090167517561,51.1209320639526,60.0711950518972,0.115836929677318,0.0902609191932142
"W18","westham_island","point","bumble point","Point",49.0821167,-123.1545951,"FVBomb","westham4","c(-13709506.8153838"," 6288806.38350575)",100552.159098067,136891.87328824,77.0134885089215,72.601306353428,72.9957165401642,71.2021591744789,0.11727656294373,0.0648849691543618
"W18A","westham_island","point","bumble point","Point",49.0811246,-123.1523551,"FVBomb","westham4","c(-13709257.4597244"," 6288637.76840296)",98782.7889738398,137795.790587278,72.6058158968925,68.5806668262338,68.9267583164687,64.9555937657011,0.0490984250970049,0.068137183006014
"W19","westham_island","point","bumble point","Point",49.0892561,-123.1465705,"FVBomb","westham1","c(-13708613.520998"," 6290019.87935319)",78683.6171788259,130070.906484164,69.4828586783602,69.169061142834,69.2744468515142,61.1405398075117,0.0281568710981281,0.0667077075082458
"W20","westham_island","point","bumble point","Point",49.0868017,-123.1425898,"FVBomb","westham1","c(-13708170.391501"," 6289602.68116915)",68139.9137724716,119538.078617344,63.6628179023984,64.0061728529291,63.7625627821897,70.726829878744,0.0740479655954114,0.0563757287551529
"W21","westham_island","point","bumble point","Point",49.090392,-123.1427507,"FVBomb","westham1","c(-13708188.302807"," 6290212.96627931)",124315.599349173,225557.944857393,73.0980102568475,70.2744410562789,70.3704233517146,NA,NA,0.104685250725733
"W22","westham_island","point","bumble point","Point",49.0930151,-123.1427507,"FVBomb","westham1","c(-13708188.302807"," 6290658.87304088)",216116.366153313,371056.588714995,74.5021445814221,67.3290074808914,70.7075314914811,65.5309585240095,0.133912902342284,0.191062501093566
"W22A","westham_island","point","bumble point","Point",49.0934507,-123.1427829,"FVBomb","westham1","c(-13708191.8872946"," 6290732.92396119)",233651.310228302,398991.086069589,73.1586615321598,70.0723676583422,70.0386356097455,61.6172797785875,0.113470033625635,0.198874297032122
"W23","westham_island","point","bumble point","Point",49.0910268,-123.1399612,"FVBomb","westham1","c(-13707877.7770875"," 6290320.87522065)",237427.588837963,394386.27365365,74.5233916512588,69.3899037046366,69.6151886445344,69.3891318957997,0.137001308542041,0.215479606889143
"W23A","westham_island","point","bumble point","Point",49.0903348,-123.1392907,"FVBomb","westham1","c(-13707803.1373689"," 6290203.24298311)",226002.009458961,381398.133984086,74.7064777216975,66.6259242095255,66.6464803891791,73.6470804559357,0.130094783124648,0.208114930498669
"W24","westham_island","point","bumble point","Point",49.0920602,-123.1542973,"FVBomb","westham2","c(-13709473.6644394"," 6290496.54468112)",77313.9880534238,126466.000498744,57.6707851445463,63.3557641543656,62.9970687488954,58.729227377179,0.0602816558565046,0.06722231700206
"W25","westham_island","point","bumble point","Point",49.09466,-123.15417,"FVBomb","westham2","c(-13709459.4934682"," 6290938.50536974)",106538.967960535,186442.976830167,71.2678269093222,65.6220607846364,65.0686529951459,63.0919374133247,0.0225120826846128,0.0919828645266421
"W26","westham_island","point","bumble point","Point",49.0997928,-123.1571369,"FVBomb","westham2","c(-13709789.7672655"," 6291811.13884905)",314199.622255509,494731.689910949,70.2337716212544,68.2131345451493,67.967624478581,66.5946501011433,0.373038129383307,0.248517410289087
"W28","westham_island","point","bumble point","Point",49.0950509,-123.1575017,"FVBomb","westham2","c(-13709830.3766157"," 6291004.95957289)",115359.857375496,203082.262241413,66.797491981213,65.3263340566967,65.0112323493597,63.0925761945802,0.0355907620216445,0.126275358398702
"W29","westham_island","point","bumble point","Point",49.0982632,-123.15295,"FVBomb","westham2","c(-13709323.6836895"," 6291551.08028095)",259178.570574644,436146.199694587,67.9669806630051,66.1884272574942,66.198627565193,66.3666585970594,0.169202292205487,0.222820428233358
"W30","westham_island","point","bumble point","Point",49.0955023,-123.1490957,"FVBomb","westham2","c(-13708894.6249761"," 6291081.69961331)",180673.67033575,301320.507778612,61.3149416733884,68.4921273595167,67.7070546576102,66.913880427693,0.246733418548502,0.13146357625796
"W31","westham_island","point","bumble point","Point",49.0881977,-123.1485244,"FVBomb",NA,"c(-13708831.028151"," 6289839.97030601)",83207.2018052556,120240.719637018,70.2927707328468,67.3115407252881,67.33993138739,71.6915453882803,0.085304066904355,0.0576231489539413
"W32","westham_island","point","bumble point","Point",49.0861264,-123.1586962,"FVBomb","westham3","c(-13709963.3477475"," 6289487.89749298)",59673.7973771984,100016.798060328,66.8164262347336,69.396654781365,69.2382560534131,63.0929753571457,0.0150078868753265,0.0638233430046467
"W33","westham_island","point","bumble point","Point",49.0913947,-123.1468827,"FVBomb",NA,"c(-13708648.274943"," 6290383.41476133)",92294.8257353052,162672.541697089,68.5915985492978,68.0942170208937,70.4554059779644,60.0470818007134,0.0651854181036232,0.0793573493397604
"W34","westham_island","point","bumble point","Point",49.0937647,-123.1504778,"FVBomb","westham2","c(-13709048.4796443"," 6290786.30358591)",111847.331960585,186036.587972804,65.6430578529968,68.8496708509315,71.7282489913936,61.6969848350133,0.0432698890866767,0.0738271971921668
"W35","westham_island","point","bumble point","Point",49.093808,-123.1446511,"FVBomb",NA,"c(-13708399.8543673"," 6290793.66456065)",183841.727338357,329406.136780206,69.5355996332193,71.3332695939392,70.7987819479522,64.3875554186035,0.0374885891064002,0.15870535501255
"W35A","westham_island","point","bumble point","Point",49.09449,-123.145,"FVBomb",NA,"c(-13708438.6937377"," 6290909.60500978)",202298.93811559,361118.483439994,67.2497067353446,68.5248099525031,68.5135189743635,66.8049889630306,0.0227906646516487,0.175626069110891
"W36","westham_island","point","bumble point","Point",49.092445,-123.1586349,"FVBomb",NA,"c(-13709956.5238627"," 6290561.95843562)",79452.0464971197,136687.694865687,65.7505010722042,64.7871251178939,64.5292274468778,73.3037573782912,0.0472601871339098,0.0616640662845983
"W40","westham_island","point","bumble point","Point",49.08376,-123.16044,"FVBomb",NA,"c(-13710157.4666755"," 6289085.68251848)",64022.5328717021,108744.353816403,64.140095001019,66.5409916522419,66.3104346092255,58.0209015849768,0.0180540200622762,0.0540910468323067
"HR14A","harvey_road","point","bumble point","Point",49.15902,-122.71826,"FVBomb","hr2","c(-13660933.3113974"," 6301886.07145598)",133063.44274634,241423.505268331,72.5475277733507,72.9877006792387,72.7325887415893,72.6754694149277,0.0388848873423757,0.108385869819375
"W07","westham_island","point","bumble point","Point",49.08895,-123.15287,NA,NA,"c(-13708762.0892827"," 6289696.8559235)",80572.7862040393,116798.644883693,72.2058266223332,65.0792963172544,65.1816221095058,70.5761971861622,0.0816681543392705,0.0579483083900429
"ED35","east_delta","point","bumble point","Point",49.10482,-122.9349,"FVBomb","eastdelta1","c(-13685047.8427973"," 6292651.72080069)",103689.446683707,148344.723310461,64.2794814275923,63.0208508494184,62.8820675283545,77.3373335010603,0.095262490489475,0.0775683809354143
"ED34","east_delta","point","bumble point","Point",49.10282,-122.93492,"FVBomb","eastdelta1","c(-13685054.3017647"," 6292327.96505925)",100791.644881289,145618.545325206,62.7527792464018,64.6035788700315,64.2769411476483,73.1608151302916,0.0812647724160318,0.0749623732692579
"ED01A","east_delta","point","bumble point","Point",49.09474,-122.94795,"FVBomb","eastdelta3","c(-13686504.7459368"," 6290952.5294535)",100573.569739154,154912.277861004,59.2838054893944,55.4121831311659,55.4331065155619,65.1812786114036,0.0306712376006654,0.0842790977034111
"ED15A","east_delta","point","bumble point","Point",49.09073,-122.94606,"FVBomb","eastdelta3","c(-13686291.9074105"," 6290269.5621539)",152517.066562941,206059.216543919,59.8654007579841,55.7112915402455,55.6421611417475,51.4583924429346,0.235522625730905,0.0926607246986785
"ED16A","east_delta","point","bumble point","Point",49.09073,-122.94823,"FVBomb","eastdelta3","c(-13686533.316064"," 6290270.0392461)",152486.941688244,209897.881808163,58.141118697942,57.2224153109731,57.0612097698233,53.2671573712321,0.201761104545293,0.0941727959890054
"ED27B","east_delta","point","bumble point","Point",49.10066,-122.9294,"FVBomb","eastdelta1","c(-13684436.1672326"," 6291960.52296172)",88318.4696540702,136476.404423277,58.0146447107358,60.7662058505861,60.5340017761437,55.2795751010849,0.0665905921136047,0.0821076213069179
"ED19B","east_delta","point","bumble point","Point",49.09746,-122.93066,"FVBomb",NA,"c(-13684578.7283838"," 6291415.5938698)",104468.231471795,161574.98477595,65.0700684269211,64.340663503586,64.5172027900249,75.0905429517336,0.0786223964540554,0.0790957324634489
"ED40","east_delta","point","bumble point","Point",49.0961,-122.93292,"FVBomb","eastdelta4","c(-13684831.7382858"," 6291182.34200686)",113525.863213203,177279.10187469,67.0897016009981,63.4086211961473,63.6489944299546,69.0926077856371,0.0737164533338743,0.0923197811287141
"NR15B","nicomekl_river","point","bumble point","Point",49.08622,-122.75682,"FVBomb","nr1","c(-13665225.6279332"," 6289505.10055859)",136103.299593739,215757.043866168,66.7756756196396,68.0458272331198,67.9212795082214,79.6696028769988,0.0409000547700671,0.124750434870023
"PM68","pitt_meadows","point","bumble point","Point",49.24599,-122.66139,"FVBomb","pm3","c(-13654601.2047907"," 6316705.89547066)",102409.981681527,155906.15381283,59.957338739616,64.5883521929259,64.4065964067228,63.4446153397907,0.0507287535626261,0.0829736346827547
"PM53A","pitt_meadows","point","bumble point","Point",49.24242,-122.65022,"FVBomb",NA,"c(-13653357.7908425"," 6316098.66643887)",187088.718283659,262731.426415176,64.5308052242899,60.8785280691089,60.5919509188343,65.964025860834,0.127462217263414,0.123604059298848
"SD32A","south_delta","point","bumble point","Point",49.06472,-123.0655,"FVBomb",NA,"c(-13699587.694168"," 6285851.03071192)",84175.2541515196,150260.272911819,69.3466981638921,66.7848674028004,67.1058118291676,55.3188599025387,0.0370967660139867,0.0798753734723898
"SD41A","south_delta","point","bumble point","Point",49.06473,-123.06722,"FVBomb",NA,"c(-13699780.1561307"," 6285851.5951165)",80718.0921004703,145013.768605613,69.4306316066466,68.842254016139,68.8370794479055,53.0274584016457,0.0380415764356245,0.0729034279706242
"SD41B","south_delta","point","bumble point","Point",49.06097,-123.06725,"FVBomb",NA,"c(-13699785.8001766"," 6285215.51115167)",134893.940391639,207720.834970094,54.9165605611849,60.4383662903914,60.0326453847802,65.9652069107782,0.0802119782950454,0.09148070596035
"SD42","south_delta","point","bumble point","Point",49.06685,-123.07382,"FVBomb","sd2","c(-13700514.5875941"," 6286211.96744263)",120417.191216408,174192.906651355,69.7309352769785,71.882987226666,71.7586392063936,83.9686768871082,0.106875687847728,0.0808608376147227
"PM52A","pitt_meadows","point","bumble point","Point",49.24595,-122.6502,"FVBomb",NA,"c(-13653361.0421422"," 6316702.30781383)",119859.769203415,212957.990794276,65.7672394876446,59.4415334211066,59.3620739426514,54.7687459624104,0.0377077195348908,0.127055289784487
"PM55A","pit_meadows","point","bumble point","Point",49.24286,-122.64503,"FVBomb","pm4","c(-13652782.1992613"," 6316170.47467761)",182193.83332028,293084.084663659,63.8837048169433,65.2100353940547,65.1583922479347,72.4097713460739,0.117465984410895,0.161049745990713
"PM69A","pitt_meadows","point","bumble point","Point",49.24406,-122.66152,"FVBomb","pm3","c(-13654619.2297906"," 6316376.43048601)",125912.046513131,184841.58970118,64.8152517007907,62.6082304235493,62.5178038190128,65.8390212791275,0.0863935814665862,0.0953742707230146
"PM57A","pitt_meadows","point","bumble point","Point",49.25305,-122.6442,"FVBomb","pm1","c(-13652692.3104641"," 6317909.19602547)",176556.538560879,258227.078969733,66.5490329260859,63.6473625471795,63.5694684930176,60.0694486663125,0.065585993173092,0.136190488915527
"PM58A","pitt_meadows","point","bumble point","Point",49.25307,-122.63921,"FVBomb","pm1","c(-13652134.5828554"," 6317912.6448711)",92558.053123366,173019.305653129,49.7718208674613,52.5105666277306,54.3698955647391,70.4538513684399,0.0274117802188885,0.117348300551981
"ED33","east_delta","point","bumble point","Point",49.09078,-122.95623,"FVBomb","eastdelta3","c(-13687417.0883169"," 6290274.96281119)",212000.493615385,273052.287450372,56.0928955479038,57.605638160081,57.4690590790457,52.7978485039652,0.297371864444602,0.132340389387828
"ED14A","east_delta","point","bumble point","Point",49.09752,-122.93766,"FVBomb",NA,"c(-13685357.3057996"," 6291424.73277299)",118555.081032834,164195.544559664,66.6357956548297,66.6294111320432,66.6063940913799,60.478923857785,0.0937498414759728,0.0756947307608126
"W05A","westham_island","point","bumble point","Point",49.08972,-123.16038,"FVBomb",NA,"c(-13710153.8159512"," 6290101.5382873)",71416.9914957206,106131.751752099,68.227837354423,65.1949167775846,65.159267373559,74.215009232321,0.0833641826618322,0.0513982668041127
"ED17A","east_delta","point","bumble point","Point",49.09505,-122.93495,"FVBomb","eastdelta4","c(-13685058.1418359"," 6291005.95650331)",120541.233654377,187979.748385426,65.076440112766,64.8276376635093,64.688892845049,60.234495996617,0.118868670886076,0.108114685493545
"HR05B","harvey_road","point","bumble point","Point",49.15536,-122.72372,"FVBomb",NA,"c(-13661538.7394685"," 6301272.36864139)",230496.042553035,309335.426451888,63.3808967558576,64.2233375609114,63.9846696469534,62.0830087537632,0.227180290789961,0.144317339146972
"NR09A","nicomekl_river","point","bumble point","Point",49.08506,-122.76623,"FVBomb",NA,"c(-13666269.9522863"," 6289309.53965512)",140703.791918048,201882.494505569,53.1121655503619,59.5856298722801,59.4125975448234,59.2453195479103,0.192609046235299,0.0993807334487923
"SD50","south_delta","point","bombus point","Point",49.0632,-123.08109,"FVBomb",NA,"c(-13701322.4850888"," 6285591.16868037)",133046.466416356,198674.93032866,67.0715227943502,64.5043417715707,64.4435442744155,62.7075275028966,0.0817332562456258,0.107608279674257
